"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/05/2016 1:00 AM,22.3,20.9,16.2,0.993
1/05/2016 2:00 AM,23.4,17.5,15.8,0.993
1/05/2016 3:00 AM,14.8,1.0,15.7,0.993
1/05/2016 4:00 AM,16.7,8.9,14.8,0.994
1/05/2016 5:00 AM,24.3,14.2,14.8,0.995
1/05/2016 6:00 AM,19.2,7.8,15.0,0.996
1/05/2016 7:00 AM,22.4,4.2,14.2,0.997
1/05/2016 8:00 AM,11.7,4.6,13.9,0.998
1/05/2016 9:00 AM,9.6,6.8,14.2,0.999
1/05/2016 10:00 AM,17.8,10.7,15.7,0.999
1/05/2016 11:00 AM,27.5,19.0,17.2,0.999
1/05/2016 12:00 PM,20.5,,17.4,1.000
1/05/2016 1:00 PM,10.6,,17.7,0.999
1/05/2016 2:00 PM,12.1,,17.5,0.999
1/05/2016 3:00 PM,14.5,-0.8,17.1,0.999
1/05/2016 4:00 PM,13.5,1.6,16.9,1.000
1/05/2016 5:00 PM,9.7,-0.4,16.3,1.000
1/05/2016 6:00 PM,16.0,5.2,16.2,1.000
1/05/2016 7:00 PM,12.1,5.6,16.1,1.000
1/05/2016 8:00 PM,15.4,3.3,16.2,1.001
1/05/2016 9:00 PM,11.1,0.6,16.1,1.001
1/05/2016 10:00 PM,11.5,4.6,15.9,1.001
1/05/2016 11:00 PM,18.2,15.8,15.7,1.000
2/05/2016 12:00 AM,13.6,11.3,15.6,1.000
2/05/2016 1:00 AM,11.2,5.0,15.7,0.999
2/05/2016 2:00 AM,5.4,-1.0,15.0,0.999
2/05/2016 3:00 AM,4.3,-1.3,14.1,0.998
2/05/2016 4:00 AM,3.5,,13.3,0.997
2/05/2016 5:00 AM,5.5,8.4,13.6,0.997
2/05/2016 6:00 AM,9.7,7.7,13.8,0.997
2/05/2016 7:00 AM,17.9,8.1,13.2,0.997
2/05/2016 8:00 AM,23.3,20.3,13.4,0.997
2/05/2016 9:00 AM,18.8,7.7,14.3,0.997
2/05/2016 10:00 AM,15.2,,16.7,0.997
2/05/2016 11:00 AM,1.0,,19.3,0.997
2/05/2016 12:00 PM,14.5,5.3,18.9,0.996
2/05/2016 1:00 PM,13.7,7.0,19.3,0.995
2/05/2016 2:00 PM,14.7,7.6,19.5,0.995
2/05/2016 3:00 PM,10.5,,19.3,0.994
2/05/2016 4:00 PM,11.7,3.8,18.2,0.994
2/05/2016 5:00 PM,9.6,1.5,19.0,0.993
2/05/2016 6:00 PM,26.2,10.9,19.1,0.993
2/05/2016 7:00 PM,25.4,10.0,19.0,0.994
2/05/2016 8:00 PM,16.6,3.7,18.5,0.994
2/05/2016 9:00 PM,18.4,6.6,18.5,0.994
2/05/2016 10:00 PM,17.0,3.4,18.0,0.993
2/05/2016 11:00 PM,14.0,5.3,17.9,0.993
3/05/2016 12:00 AM,20.7,,17.9,0.993
3/05/2016 1:00 AM,19.4,5.2,17.9,0.992
3/05/2016 2:00 AM,17.6,3.7,17.5,0.992
3/05/2016 3:00 AM,15.2,8.6,17.0,0.991
3/05/2016 4:00 AM,19.4,4.3,16.7,0.990
3/05/2016 5:00 AM,16.8,6.5,15.4,0.990
3/05/2016 6:00 AM,16.5,3.0,15.4,0.990
3/05/2016 7:00 AM,13.4,-0.3,16.6,0.990
3/05/2016 8:00 AM,20.9,,17.4,0.990
3/05/2016 9:00 AM,22.3,1.1,16.9,0.990
3/05/2016 10:00 AM,13.9,5.9,17.7,0.990
3/05/2016 11:00 AM,18.5,7.4,17.0,0.991
3/05/2016 12:00 PM,21.3,7.5,18.6,0.991
3/05/2016 1:00 PM,21.3,9.5,19.2,0.990
3/05/2016 2:00 PM,27.1,10.4,18.1,0.990
3/05/2016 3:00 PM,14.2,1.7,17.1,0.991
3/05/2016 4:00 PM,14.2,9.5,16.7,0.992
3/05/2016 5:00 PM,15.2,11.4,15.9,0.992
3/05/2016 6:00 PM,23.7,14.2,15.9,0.993
3/05/2016 7:00 PM,35.0,15.9,16.3,0.994
3/05/2016 8:00 PM,38.8,17.5,16.2,0.995
3/05/2016 9:00 PM,28.1,7.0,15.7,0.996
3/05/2016 10:00 PM,17.5,2.2,14.7,0.996
3/05/2016 11:00 PM,9.9,7.3,14.9,0.996
4/05/2016 12:00 AM,10.7,2.9,13.5,0.997
4/05/2016 1:00 AM,5.5,0.0,13.0,0.997
4/05/2016 2:00 AM,6.7,4.2,12.5,0.997
4/05/2016 3:00 AM,3.5,,12.7,0.997
4/05/2016 4:00 AM,4.4,3.2,12.7,0.997
4/05/2016 5:00 AM,1.2,2.5,12.6,0.997
4/05/2016 6:00 AM,7.1,4.3,12.5,0.998
4/05/2016 7:00 AM,7.9,0.7,12.4,0.998
