Date/Time,PM10 BAM ug/m3,PM2.5 BAM ug/m3,Temperature Deg C,Barometric Pressure atm
1/10/2014 0:10,15.6,7.7,12,1.004
1/10/2014 0:20,18.1,2.8,12,1.004
1/10/2014 0:30,16.7,-0.3,12.1,1.004
1/10/2014 0:40,13.6,4.4,12,1.004
1/10/2014 0:50,13.1,5.5,11.8,1.004
1/10/2014 1:00,15.3,4,11.7,1.004
1/10/2014 1:10,14,6.6,11.6,1.004
1/10/2014 1:20,15,9.2,11.5,1.004
1/10/2014 1:30,15.2,8.2,11.5,1.004
1/10/2014 1:40,17.4,7.8,11.6,1.004
1/10/2014 1:50,12.7,4.3,11.7,1.004
1/10/2014 2:00,21.1,7.1,11.8,1.004
1/10/2014 2:10,19.8,1.8,11.9,1.004
1/10/2014 2:20,16.4,,11.9,1.004
1/10/2014 2:30,16.5,0.3,11.8,1.004
1/10/2014 2:40,16.7,0,11.8,1.004
1/10/2014 2:50,12.1,2.2,11.8,1.004
1/10/2014 3:00,13.9,1.1,11.8,1.004
1/10/2014 3:10,9.9,-0.8,11.8,1.004
1/10/2014 3:20,6.5,4.4,11.7,1.004
1/10/2014 3:30,8.6,4.7,11.6,1.005
1/10/2014 3:40,12.9,2.6,11.7,1.005
1/10/2014 3:50,13.5,2.7,11.8,1.005
1/10/2014 4:00,15.3,3.9,11.8,1.005
1/10/2014 4:10,19.4,9.4,11.9,1.005
1/10/2014 4:20,23,15.9,11.9,1.005
1/10/2014 4:30,27.5,15,11.9,1.005
1/10/2014 4:40,28.2,9,11.7,1.005
1/10/2014 4:50,29.3,10.4,11.4,1.005
1/10/2014 5:00,33.2,6.2,11.4,1.005
1/10/2014 5:10,30.3,6.1,11.4,1.005
1/10/2014 5:20,27.8,7.3,11.3,1.006
1/10/2014 5:30,31.9,14.5,11,1.006
1/10/2014 5:40,36,13.1,10.8,1.006
1/10/2014 5:50,28.1,11.6,10.7,1.006
1/10/2014 6:00,24.4,12.5,10.5,1.006
1/10/2014 6:10,23.9,12.4,10.5,1.007
1/10/2014 6:20,22.8,8.4,10.6,1.007
1/10/2014 6:30,21.4,6.2,10.8,1.007
1/10/2014 6:40,19.2,7,11,1.007
1/10/2014 6:50,24.4,11.8,11.1,1.007
1/10/2014 7:00,21.7,5.1,11.4,1.007
1/10/2014 7:10,20.8,1.4,11.6,1.007
1/10/2014 7:20,21.7,7.2,11.8,1.007
1/10/2014 7:30,24.7,8.2,11.9,1.007
1/10/2014 7:40,23.1,5.6,12.3,1.007
1/10/2014 7:50,21.9,2.5,12.7,1.008
1/10/2014 8:00,17.5,4.4,13,1.008
1/10/2014 8:10,18.1,5.1,13.2,1.008
1/10/2014 8:20,18.8,8.1,13.3,1.008
1/10/2014 8:30,26.7,16,14.5,1.008
1/10/2014 8:40,30,10.7,15.3,1.008
1/10/2014 8:50,28.5,14.4,15.4,1.008
1/10/2014 9:00,28.5,12.8,15.8,1.008
1/10/2014 9:10,31.5,19.1,16.8,1.008
1/10/2014 9:20,36.4,19.6,17.7,1.008
1/10/2014 9:30,45.7,13,17.4,1.009
1/10/2014 9:40,45.2,12.5,17,1.009
1/10/2014 9:50,44.1,15.3,16.3,1.009
1/10/2014 10:00,44.8,11.1,18.2,1.009
1/10/2014 10:10,37.1,13.8,17.7,1.009
1/10/2014 10:20,30.5,15.1,16.2,1.009
1/10/2014 10:30,30.4,13.3,16.6,1.009
1/10/2014 10:40,34.2,10.9,16.2,1.009
1/10/2014 10:50,28.8,5.1,16.1,1.009
1/10/2014 11:00,28.7,3.2,16.3,1.009
1/10/2014 11:10,24,-1.1,16.6,1.009
1/10/2014 11:20,21.9,,17.4,1.009
1/10/2014 11:30,14.4,-2.1,17.1,1.009
1/10/2014 11:40,9.6,-0.3,17.6,1.009
1/10/2014 11:50,9.8,-2.9,16.8,1.008
1/10/2014 12:00,9.6,1.1,16.4,1.008
1/10/2014 12:10,10.1,2.3,16.6,1.008
1/10/2014 12:20,16.4,0.9,17.1,1.008
1/10/2014 12:30,19.3,0,17.3,1.008
1/10/2014 12:40,18.5,4.1,17.9,1.008
1/10/2014 12:50,11.9,5.3,17.4,1.008
1/10/2014 13:00,9.3,0.3,17,1.008
1/10/2014 13:10,12.6,-1.9,16.7,1.008
1/10/2014 13:20,13.1,-3.8,16.7,1.008
1/10/2014 13:30,6.8,-0.4,16.8,1.007
1/10/2014 13:40,8.9,3.4,16.7,1.007
1/10/2014 13:50,7.9,0.8,16.2,1.007
1/10/2014 14:00,2.4,-4.7,16.1,1.007
1/10/2014 14:10,6.9,1.1,16.3,1.007
1/10/2014 14:20,12.4,4.3,16.4,1.007
1/10/2014 14:30,12.1,2.2,16.6,1.007
1/10/2014 14:40,13.3,3.5,16.4,1.007
1/10/2014 14:50,14.1,3,16.1,1.007
1/10/2014 15:00,16.6,4.1,16.4,1.007
1/10/2014 15:10,20.3,1,16.4,1.007
1/10/2014 15:20,18.5,-1.4,16.5,1.007
1/10/2014 15:30,16.2,2.3,16.3,1.007
1/10/2014 15:40,16.3,1.7,16.1,1.007
1/10/2014 15:50,12.6,1.9,16.2,1.007
1/10/2014 16:00,15.2,9.2,16.1,1.007
1/10/2014 16:10,16.4,9.6,16,1.007
1/10/2014 16:20,20.7,1.1,16.2,1.007
1/10/2014 16:30,19.3,6.3,16.2,1.007
1/10/2014 16:40,13.4,13.2,16.3,1.007
1/10/2014 16:50,16.7,11.3,16.1,1.007
1/10/2014 17:00,20.4,8.1,15.9,1.007
1/10/2014 17:10,20.6,4.6,15.9,1.007
1/10/2014 17:20,,5.1,15.9,1.007
1/10/2014 17:30,19.6,7.2,15.8,1.007
1/10/2014 17:40,22.6,9.9,15.6,1.007
1/10/2014 17:50,25.4,12.9,15.5,1.007
1/10/2014 18:00,25.1,12.8,15.2,1.007
1/10/2014 18:10,27.4,12,15.3,1.007
1/10/2014 18:20,28.5,20.7,15.2,1.007
1/10/2014 18:30,29.4,15.1,15.1,1.007
1/10/2014 18:40,28.4,11.8,14.8,1.008
1/10/2014 18:50,27.6,16,14.4,1.008
1/10/2014 19:00,26.4,11.2,14.1,1.008
1/10/2014 19:10,27.1,10.9,13.9,1.008
1/10/2014 19:20,28.7,7.4,13.6,1.008
1/10/2014 19:30,26.6,0.2,13.4,1.008
1/10/2014 19:40,27.5,6.8,13.2,1.008
1/10/2014 19:50,23.9,9.7,13,1.009
1/10/2014 20:00,28.5,12.7,12.9,1.009
1/10/2014 20:10,28.4,10.6,12.8,1.009
1/10/2014 20:20,22.2,17.3,12.7,1.009
1/10/2014 20:30,29.9,21.5,12.6,1.009
1/10/2014 20:40,31.5,17.6,12.5,1.009
1/10/2014 20:50,35.8,9.4,12.4,1.009
1/10/2014 21:00,28.2,6,12.2,1.009
1/10/2014 21:10,21.6,3.6,12.2,1.009
1/10/2014 21:20,22.2,3.7,12.1,1.009
1/10/2014 21:30,24.9,2.8,12,1.009
1/10/2014 21:40,22.6,2.5,11.9,1.009
1/10/2014 21:50,17.1,2.8,11.9,1.009
1/10/2014 22:00,19.8,-1.4,11.9,1.009
1/10/2014 22:10,26,0.3,11.7,1.009
1/10/2014 22:20,22.4,2.5,11.6,1.009
1/10/2014 22:30,19.5,-2,11.7,1.009
1/10/2014 22:40,20.1,-0.8,11.6,1.009
1/10/2014 22:50,16.1,5.7,11.4,1.009
1/10/2014 23:00,13.8,10.3,11.4,1.009
1/10/2014 23:10,16.8,4.6,11.4,1.009
1/10/2014 23:20,21.7,4.1,11.3,1.008
1/10/2014 23:30,19.1,6,11.2,1.008
1/10/2014 23:40,22.2,9.1,11.2,1.008
1/10/2014 23:50,19.5,8.8,11.2,1.008
2/10/2014 0:00,17.7,6,11.2,1.008
2/10/2014 0:10,14.6,4,11.1,1.008
2/10/2014 0:20,12.8,2.4,11,1.008
2/10/2014 0:30,12.8,-1.5,10.9,1.008
2/10/2014 0:40,14.5,1.2,10.8,1.008
2/10/2014 0:50,15.4,1.3,10.8,1.008
2/10/2014 1:00,17,1.9,11,1.008
2/10/2014 1:10,15.6,-0.6,11.2,1.008
2/10/2014 1:20,16,3.5,11.2,1.008
2/10/2014 1:30,13.8,2.7,11.2,1.008
2/10/2014 1:40,13.5,0.6,11,1.008
2/10/2014 1:50,13.1,1.5,10.8,1.008
2/10/2014 2:00,13.9,6.6,10.7,1.008
