Date/Time,PM10 BAM ug/m3,PM2.5 BAM ug/m3,Temperature Deg C,Barometric Pressure atm
1/02/2015 1:00,2.4,-2.1,16.7,0.997
1/02/2015 2:00,7.7,1.1,16.8,0.996
1/02/2015 3:00,8.5,-1.5,16.8,0.996
1/02/2015 4:00,5.9,2.6,16.5,0.996
1/02/2015 5:00,-0.7,-0.6,16.3,0.996
1/02/2015 6:00,2.9,,15.7,0.996
1/02/2015 7:00,,,15.8,0.997
1/02/2015 8:00,3.7,,17.5,0.998
1/02/2015 9:00,9.1,,18.5,0.998
1/02/2015 10:00,5.7,1.4,19.3,0.998
1/02/2015 11:00,3.8,0.9,21.3,0.998
1/02/2015 12:00,8.6,4.1,20.9,0.998
1/02/2015 13:00,8.9,5.2,21.8,0.998
1/02/2015 14:00,13,5.8,21.9,0.998
1/02/2015 15:00,12.9,10.5,21.1,0.998
1/02/2015 16:00,10.7,8.2,21.3,0.998
1/02/2015 17:00,7.4,9.7,20.5,0.998
1/02/2015 18:00,7.8,3,19.3,0.998
1/02/2015 19:00,14.9,3.6,18.5,0.999
1/02/2015 20:00,8,6.1,17.5,0.999
1/02/2015 21:00,5.2,-2.6,16.5,1
1/02/2015 22:00,1.4,,16.6,1
1/02/2015 23:00,7.3,,16.6,1
2/02/2015 0:00,11.5,8.7,16.8,1
2/02/2015 1:00,20,,16.5,1
2/02/2015 2:00,13.6,10.2,16.6,0.999
2/02/2015 3:00,7.3,3,16.2,0.999
2/02/2015 4:00,4.8,-3.2,15.6,0.999
2/02/2015 5:00,4.5,-2.2,15.7,1
2/02/2015 6:00,4.6,,15.8,1
2/02/2015 7:00,8.3,-0.3,16,1.001
2/02/2015 8:00,20.1,4.8,16.8,1.002
2/02/2015 9:00,24.9,16.1,18.1,1.002
2/02/2015 10:00,20.9,1.5,20.4,1.002
2/02/2015 11:00,13.5,3.7,24,1.002
2/02/2015 12:00,17.8,5.1,24.9,1.002
2/02/2015 13:00,14.9,7.9,24.8,1.002
