Date/Time,PM10 BAM ug/m3,PM2.5 BAM ug/m3,Temperature Deg C,Barometric Pressure atm
1/05/2015 1:00,12.2,11.8,14.6,1.002
1/05/2015 2:00,10,5.5,14.6,1.003
1/05/2015 3:00,16.3,10.4,12.7,1.003
1/05/2015 4:00,11.1,9.1,12.5,1.002
1/05/2015 5:00,9.9,5.9,12.6,1.001
1/05/2015 6:00,6.7,0.8,12.8,1.001
1/05/2015 7:00,9,2,13.9,1.001
1/05/2015 8:00,11,5.2,15.2,1.001
1/05/2015 9:00,5,0.8,17.7,1.001
1/05/2015 10:00,9.6,1.9,18.9,1.001
1/05/2015 11:00,5,3.1,23.6,1
1/05/2015 12:00,15,9.8,24.2,1
1/05/2015 13:00,16.1,12.6,23.4,0.999
1/05/2015 14:00,21.3,9,22.6,0.998
1/05/2015 15:00,19.6,10,22,0.998
1/05/2015 16:00,14.5,2.3,22.4,0.997
1/05/2015 17:00,20.4,8.9,21.8,0.997
1/05/2015 18:00,26.7,12.3,20.9,0.997
1/05/2015 19:00,27.3,13.8,20.1,0.997
1/05/2015 20:00,19.6,9,19.6,0.997
1/05/2015 21:00,18.3,9.8,19.2,0.997
1/05/2015 22:00,20.6,9.9,18.8,0.996
1/05/2015 23:00,19.9,10.5,18.7,0.996
2/05/2015 0:00,21.3,10.9,18.3,0.996
2/05/2015 1:00,20.9,4.4,18.4,0.996
2/05/2015 2:00,16.4,5.7,18,0.996
2/05/2015 3:00,15,7,17.3,0.996
2/05/2015 4:00,11.4,8.2,16.7,0.995
2/05/2015 5:00,14.6,4.5,16.5,0.995
2/05/2015 6:00,16.2,7.6,16.4,0.996
2/05/2015 7:00,11.8,7.5,15.9,0.996
2/05/2015 8:00,16.9,8,16.3,0.996
2/05/2015 9:00,17.7,8.3,16.7,0.997
2/05/2015 10:00,15.4,7.1,18,0.997
2/05/2015 11:00,11.3,,19.9,0.997
2/05/2015 12:00,,,21.7,0.997
2/05/2015 13:00,13.7,6.6,21.4,0.997
2/05/2015 14:00,26.4,9.5,21.1,0.996
2/05/2015 15:00,31,4.1,20.6,0.996
2/05/2015 16:00,22.3,4.9,20.1,0.996
2/05/2015 17:00,15.7,2.9,19,0.997
2/05/2015 18:00,18.1,8.8,18,0.996
2/05/2015 19:00,18.1,3.3,17.3,0.997
2/05/2015 20:00,16.9,1.7,16.8,0.997
2/05/2015 21:00,23.1,10.8,15.8,0.997
2/05/2015 22:00,21.6,10.6,15.6,0.998
2/05/2015 23:00,19.8,7.4,15.7,0.998
3/05/2015 0:00,22.7,16.7,14.8,0.998
