"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/03/2016 1:00 AM,8.7,4.3,24.7,0.996
1/03/2016 2:00 AM,13.1,8.7,24.6,0.996
1/03/2016 3:00 AM,11.5,5.5,23.4,0.996
1/03/2016 4:00 AM,,,21.2,0.996
1/03/2016 5:00 AM,32.0,6.6,20.6,0.996
1/03/2016 6:00 AM,24.4,14.6,20.6,0.996
1/03/2016 7:00 AM,40.8,22.0,20.7,0.996
1/03/2016 8:00 AM,47.7,14.4,22.5,0.997
1/03/2016 9:00 AM,30.4,6.8,25.0,0.997
1/03/2016 10:00 AM,79.2,20.4,30.6,0.998
1/03/2016 11:00 AM,67.8,27.3,32.5,0.997
1/03/2016 12:00 PM,38.6,7.7,33.5,0.997
1/03/2016 1:00 PM,32.8,2.2,32.0,0.997
1/03/2016 2:00 PM,18.6,3.4,31.7,0.996
1/03/2016 3:00 PM,14.4,8.5,30.7,0.996
1/03/2016 4:00 PM,16.4,4.1,31.0,0.995
1/03/2016 5:00 PM,16.3,1.7,30.7,0.995
1/03/2016 6:00 PM,15.5,0.6,30.4,0.994
1/03/2016 7:00 PM,19.8,7.3,29.5,0.995
1/03/2016 8:00 PM,26.3,11.4,28.5,0.995
1/03/2016 9:00 PM,28.2,8.7,27.6,0.996
1/03/2016 10:00 PM,23.3,5.0,26.0,0.996
1/03/2016 11:00 PM,21.3,3.8,25.1,0.996
2/03/2016 12:00 AM,19.1,4.2,24.3,0.996
2/03/2016 1:00 AM,29.3,26.8,23.9,0.996
2/03/2016 2:00 AM,19.7,12.1,23.5,0.996
2/03/2016 3:00 AM,11.2,1.9,23.2,0.996
2/03/2016 4:00 AM,13.5,0.2,22.0,0.996
2/03/2016 5:00 AM,17.9,3.8,21.3,0.996
2/03/2016 6:00 AM,20.0,5.1,20.6,0.996
2/03/2016 7:00 AM,20.7,11.1,21.4,0.997
2/03/2016 8:00 AM,33.5,14.1,23.3,0.997
2/03/2016 9:00 AM,31.2,12.0,26.1,0.998
2/03/2016 10:00 AM,28.3,6.0,30.0,0.998
2/03/2016 11:00 AM,26.9,5.6,32.5,0.999
2/03/2016 12:00 PM,23.2,2.9,31.2,0.998
2/03/2016 1:00 PM,31.3,4.2,30.7,0.997
2/03/2016 2:00 PM,23.8,7.9,29.9,0.998
2/03/2016 3:00 PM,23.7,9.3,31.5,0.996
2/03/2016 4:00 PM,21.3,,30.7,0.996
2/03/2016 5:00 PM,20.2,,31.2,0.996
2/03/2016 6:00 PM,6.3,,28.1,0.997
2/03/2016 7:00 PM,10.8,7.4,24.7,0.998
2/03/2016 8:00 PM,17.4,13.5,23.2,0.999
2/03/2016 9:00 PM,18.7,10.0,22.6,0.999
2/03/2016 10:00 PM,11.8,5.2,22.1,1.000
2/03/2016 11:00 PM,13.9,4.6,21.7,1.000
3/03/2016 12:00 AM,12.8,9.6,20.5,0.999
3/03/2016 1:00 AM,13.3,16.4,20.2,0.999
3/03/2016 2:00 AM,15.7,15.0,20.0,0.999
3/03/2016 3:00 AM,13.0,10.1,19.8,0.999
3/03/2016 4:00 AM,10.3,5.6,19.2,1.000
3/03/2016 5:00 AM,8.9,-1.6,18.9,1.000
3/03/2016 6:00 AM,12.2,3.6,18.3,1.000
3/03/2016 7:00 AM,13.4,6.7,18.6,1.001
3/03/2016 8:00 AM,21.8,1.5,20.1,1.001
3/03/2016 9:00 AM,23.8,8.1,21.3,1.001
3/03/2016 10:00 AM,20.2,3.1,27.0,1.001
3/03/2016 11:00 AM,15.3,3.7,29.9,1.000
3/03/2016 12:00 PM,19.9,8.0,31.8,1.000
3/03/2016 1:00 PM,17.3,2.7,31.5,0.999
3/03/2016 2:00 PM,12.0,3.2,29.5,0.998
3/03/2016 3:00 PM,20.7,4.9,30.2,0.998
3/03/2016 4:00 PM,22.5,11.1,31.2,0.997
3/03/2016 5:00 PM,21.9,15.6,30.6,0.997
3/03/2016 6:00 PM,25.0,12.4,28.7,0.997
3/03/2016 7:00 PM,24.6,5.5,26.3,0.997
3/03/2016 8:00 PM,28.4,6.5,24.3,0.998
3/03/2016 9:00 PM,29.5,9.3,22.7,0.999
3/03/2016 10:00 PM,27.9,11.2,22.4,0.999
3/03/2016 11:00 PM,21.9,9.6,21.6,0.999
4/03/2016 12:00 AM,22.8,6.3,21.0,0.999
4/03/2016 1:00 AM,20.3,4.0,21.0,0.998
4/03/2016 2:00 AM,11.5,2.5,20.9,0.997
4/03/2016 3:00 AM,13.3,0.3,20.6,0.997
4/03/2016 4:00 AM,15.9,3.8,19.8,0.997
4/03/2016 5:00 AM,20.8,5.2,19.4,0.997
4/03/2016 6:00 AM,29.7,9.3,19.1,0.997
4/03/2016 7:00 AM,32.1,11.6,19.2,0.997
4/03/2016 8:00 AM,30.2,8.8,21.1,0.997
4/03/2016 9:00 AM,36.1,11.1,23.4,0.997
4/03/2016 10:00 AM,34.8,9.9,27.0,0.997
4/03/2016 11:00 AM,20.3,2.2,28.5,0.998
4/03/2016 12:00 PM,20.3,8.9,30.3,0.997
4/03/2016 1:00 PM,22.5,6.8,30.8,0.996
4/03/2016 2:00 PM,26.2,13.0,28.8,0.996
4/03/2016 3:00 PM,20.0,6.6,29.2,0.995
4/03/2016 4:00 PM,25.3,7.8,30.1,0.995
4/03/2016 5:00 PM,27.5,10.2,30.1,0.994
4/03/2016 6:00 PM,26.4,11.3,29.3,0.995
4/03/2016 7:00 PM,23.0,,28.1,0.995
4/03/2016 8:00 PM,21.4,1.7,27.3,0.996
4/03/2016 9:00 PM,32.4,6.5,26.1,0.997
4/03/2016 10:00 PM,31.6,19.7,25.4,0.997
4/03/2016 11:00 PM,33.4,12.3,24.8,0.997
5/03/2016 12:00 AM,32.8,19.6,23.8,0.997
5/03/2016 1:00 AM,25.9,21.4,23.1,0.997
5/03/2016 2:00 AM,23.7,14.4,22.6,0.997
5/03/2016 3:00 AM,23.3,8.3,21.1,0.997
5/03/2016 4:00 AM,14.6,10.5,20.5,0.997
5/03/2016 5:00 AM,15.7,3.7,20.4,0.997
5/03/2016 6:00 AM,10.7,7.1,20.5,0.998
5/03/2016 7:00 AM,18.3,3.6,20.3,0.998
5/03/2016 8:00 AM,21.8,,21.0,0.999
5/03/2016 9:00 AM,23.5,2.5,23.8,0.999
5/03/2016 10:00 AM,22.5,6.4,27.9,0.999
5/03/2016 11:00 AM,21.9,8.1,31.4,0.999
5/03/2016 12:00 PM,21.0,6.2,33.0,0.998
5/03/2016 1:00 PM,15.9,1.9,31.4,0.998
5/03/2016 2:00 PM,14.0,,33.7,0.997
5/03/2016 3:00 PM,24.8,9.2,35.5,0.996
5/03/2016 4:00 PM,24.1,7.8,35.8,0.995
5/03/2016 5:00 PM,23.7,10.9,35.5,0.995
5/03/2016 6:00 PM,19.8,12.4,32.6,0.995
5/03/2016 7:00 PM,27.2,10.0,29.9,0.996
5/03/2016 8:00 PM,32.4,14.1,28.9,0.996
5/03/2016 9:00 PM,27.2,12.5,28.9,0.997
5/03/2016 10:00 PM,24.8,10.1,29.7,0.996
5/03/2016 11:00 PM,22.4,12.8,30.1,0.996
6/03/2016 12:00 AM,27.4,5.7,30.1,0.996
6/03/2016 1:00 AM,24.0,8.1,28.5,0.997
6/03/2016 2:00 AM,11.3,,24.1,0.998
6/03/2016 3:00 AM,8.5,,23.5,0.997
6/03/2016 4:00 AM,17.2,8.1,24.9,0.996
6/03/2016 5:00 AM,20.4,13.0,24.4,0.997
6/03/2016 6:00 AM,20.2,9.7,24.2,0.996
6/03/2016 7:00 AM,24.9,14.8,25.5,0.997
6/03/2016 8:00 AM,27.5,19.8,26.6,0.997
6/03/2016 9:00 AM,24.2,3.6,27.9,0.997
6/03/2016 10:00 AM,23.6,1.0,33.8,0.997
6/03/2016 11:00 AM,30.3,16.8,37.2,0.996
6/03/2016 12:00 PM,31.9,20.7,36.0,0.996
6/03/2016 1:00 PM,23.6,3.7,34.2,0.995
6/03/2016 2:00 PM,25.4,10.2,34.4,0.995
6/03/2016 3:00 PM,27.7,15.4,31.4,0.994
6/03/2016 4:00 PM,2.4,,28.7,0.995
6/03/2016 5:00 PM,1.2,-0.7,23.9,0.995
6/03/2016 6:00 PM,7.4,5.2,24.1,0.995
6/03/2016 7:00 PM,11.7,9.6,24.5,0.995
6/03/2016 8:00 PM,15.8,13.5,24.5,0.997
6/03/2016 9:00 PM,9.2,5.1,23.9,0.998
6/03/2016 10:00 PM,11.8,6.8,23.3,1.000
6/03/2016 11:00 PM,16.6,17.0,23.5,0.999
7/03/2016 12:00 AM,13.9,16.6,24.2,0.998
7/03/2016 1:00 AM,13.8,11.8,24.6,0.998
7/03/2016 2:00 AM,13.3,10.2,25.1,0.997
7/03/2016 3:00 AM,4.4,,23.5,0.997
7/03/2016 4:00 AM,4.9,,23.8,0.996
7/03/2016 5:00 AM,7.7,3.3,25.1,0.996
7/03/2016 6:00 AM,9.7,7.9,25.2,0.997
7/03/2016 7:00 AM,20.2,1.8,24.4,0.998
7/03/2016 8:00 AM,25.0,2.1,25.2,0.998
7/03/2016 9:00 AM,26.9,9.8,27.0,0.998
7/03/2016 10:00 AM,25.4,11.0,26.4,0.999
7/03/2016 11:00 AM,16.0,,26.7,0.999
7/03/2016 12:00 PM,12.8,1.9,27.2,0.999
7/03/2016 1:00 PM,15.6,5.6,28.6,0.999
7/03/2016 2:00 PM,24.8,9.4,27.3,0.999
7/03/2016 3:00 PM,24.1,18.0,27.5,0.998
7/03/2016 4:00 PM,25.7,10.0,28.3,0.998
7/03/2016 5:00 PM,22.8,13.8,30.0,0.997
7/03/2016 6:00 PM,18.6,15.8,29.3,0.997
7/03/2016 7:00 PM,10.6,8.4,28.1,0.997
7/03/2016 8:00 PM,9.5,11.0,27.8,0.997
7/03/2016 9:00 PM,13.5,2.2,28.0,0.998
7/03/2016 10:00 PM,12.9,0.8,27.6,0.998
7/03/2016 11:00 PM,15.2,7.3,27.5,0.997
8/03/2016 12:00 AM,35.2,10.5,27.9,0.996
8/03/2016 1:00 AM,25.5,4.6,27.7,0.996
8/03/2016 2:00 AM,14.2,1.4,27.5,0.995
8/03/2016 3:00 AM,12.7,,26.1,0.995
8/03/2016 4:00 AM,14.3,-2.4,24.9,0.996
8/03/2016 5:00 AM,12.2,1.8,24.4,0.995
8/03/2016 6:00 AM,24.4,11.7,24.2,0.995
8/03/2016 7:00 AM,31.6,15.7,24.2,0.995
8/03/2016 8:00 AM,37.1,13.9,25.2,0.996
8/03/2016 9:00 AM,40.8,16.6,27.7,0.996
8/03/2016 10:00 AM,29.4,4.3,34.3,0.996
8/03/2016 11:00 AM,32.1,14.1,36.3,0.995
8/03/2016 12:00 PM,29.4,16.1,34.2,0.995
8/03/2016 1:00 PM,32.4,8.8,36.4,0.995
8/03/2016 2:00 PM,34.5,14.3,34.9,0.994
8/03/2016 3:00 PM,38.4,19.4,34.8,0.993
8/03/2016 4:00 PM,33.0,21.3,33.5,0.993
8/03/2016 5:00 PM,27.0,17.9,33.8,0.993
8/03/2016 6:00 PM,14.6,,29.0,0.993
8/03/2016 7:00 PM,16.4,-2.5,26.6,0.994
8/03/2016 8:00 PM,16.0,,24.8,0.994
8/03/2016 9:00 PM,25.6,6.0,25.9,0.995
8/03/2016 10:00 PM,32.6,10.9,26.2,0.995
8/03/2016 11:00 PM,32.9,10.2,25.7,0.995
9/03/2016 12:00 AM,31.2,13.1,24.6,0.996
9/03/2016 1:00 AM,31.7,12.3,23.6,0.997
9/03/2016 2:00 AM,29.4,10.9,23.2,0.998
9/03/2016 3:00 AM,30.9,13.8,23.5,0.997
9/03/2016 4:00 AM,25.2,12.2,23.7,0.997
9/03/2016 5:00 AM,24.7,12.9,23.2,0.996
9/03/2016 6:00 AM,31.1,12.3,22.5,0.996
9/03/2016 7:00 AM,31.0,5.8,23.0,0.997
9/03/2016 8:00 AM,37.0,12.0,24.5,0.998
9/03/2016 9:00 AM,44.3,21.1,26.0,0.998
9/03/2016 10:00 AM,35.0,21.4,26.9,0.998
9/03/2016 11:00 AM,24.7,16.9,27.3,0.998
9/03/2016 12:00 PM,16.7,7.3,30.2,0.997
9/03/2016 1:00 PM,14.0,0.9,31.4,0.997
9/03/2016 2:00 PM,14.3,6.1,30.5,0.997
