Date/Time,PM10 BAM ug/m3,PM2.5 BAM ug/m3,Temperature Deg C,Barometric Pressure atm
1/03/2015 1:00,23.4,7.1,18.3,0.992
1/03/2015 2:00,23.7,10.8,18.4,0.992
1/03/2015 3:00,30.7,19.9,18,0.992
1/03/2015 4:00,31.1,19.9,17.5,0.992
1/03/2015 5:00,30.9,28.5,16.8,0.993
1/03/2015 6:00,22.9,9.3,16.5,0.993
1/03/2015 7:00,13.3,,16.8,0.995
1/03/2015 8:00,14.9,2.1,17.8,0.995
1/03/2015 9:00,10.2,,19.1,0.996
1/03/2015 10:00,13.1,,23.2,0.996
1/03/2015 11:00,18.1,4.6,23.9,0.996
1/03/2015 12:00,19.3,4.4,26.2,0.996
1/03/2015 13:00,16,8.4,26.9,0.995
1/03/2015 14:00,14.5,5.7,26.1,0.995
1/03/2015 15:00,15.8,3,24.9,0.995
1/03/2015 16:00,18.6,4.4,24.6,0.995
1/03/2015 17:00,14.9,11.2,24,0.995
1/03/2015 18:00,13.7,5.2,22.8,0.995
1/03/2015 19:00,13.3,-1.6,21,0.995
1/03/2015 20:00,11.9,,19.1,0.996
1/03/2015 21:00,19.9,1.8,17.8,0.997
1/03/2015 22:00,20.6,0.8,17.3,0.996
1/03/2015 23:00,18.3,4.9,17.5,0.996
2/03/2015 0:00,18.9,7.8,17.4,0.995
2/03/2015 1:00,17.5,1.9,17.7,0.995
2/03/2015 2:00,16.5,5.1,17.8,0.994
2/03/2015 3:00,14.9,7.5,17.9,0.994
2/03/2015 4:00,18.7,6.2,17.7,0.993
2/03/2015 5:00,16.8,7.3,18.1,0.994
2/03/2015 6:00,17.6,7.2,19,0.994
2/03/2015 7:00,19.1,15.4,19.9,0.995
2/03/2015 8:00,18.9,5.1,20.7,0.995
2/03/2015 9:00,16,-0.3,22.2,0.995
2/03/2015 10:00,15.2,2.4,25.8,0.995
2/03/2015 11:00,18,0.3,28,0.994
2/03/2015 12:00,20.8,11,28.2,0.993
2/03/2015 13:00,25.8,6.3,28.2,0.993
2/03/2015 14:00,22.1,4.2,28.3,0.993
2/03/2015 15:00,22.3,10.7,26.4,0.993
2/03/2015 16:00,18.9,2.4,26.1,0.992
2/03/2015 17:00,29.1,9.8,26.1,0.993
2/03/2015 18:00,22.9,5.4,25.8,0.993
2/03/2015 19:00,13.3,4.2,24.6,0.994
2/03/2015 20:00,16.8,2.1,23.7,0.994
2/03/2015 21:00,,,21.8,0.995
2/03/2015 22:00,10.3,,21.7,0.995
2/03/2015 23:00,20.8,12.3,21.5,0.995
3/03/2015 0:00,16,8.1,21,0.995
3/03/2015 1:00,4.3,,19.9,0.995
3/03/2015 2:00,14.5,3.3,19.4,0.995
3/03/2015 3:00,13.3,4.3,19,0.995
3/03/2015 4:00,15.6,4.9,18.4,0.995
3/03/2015 5:00,19.2,15,18,0.995
3/03/2015 6:00,17.6,10.2,17.5,0.995
3/03/2015 7:00,19.3,9,17.5,0.996
3/03/2015 8:00,26.1,10.9,18.7,0.997
3/03/2015 9:00,20.7,5.3,20.2,0.997
3/03/2015 10:00,23.3,8.7,24.2,0.997
3/03/2015 11:00,22.7,7.5,26.3,0.997
3/03/2015 12:00,28.7,6,28.7,0.997
3/03/2015 13:00,31.3,1.4,28.8,0.996
3/03/2015 14:00,18.7,,28.1,0.995
3/03/2015 15:00,24.1,8,28.2,0.994
3/03/2015 16:00,24.5,4.1,27.7,0.994
3/03/2015 17:00,25.1,10.9,27,0.994
3/03/2015 18:00,26.1,15.3,25.7,0.995
3/03/2015 19:00,23.7,8.6,23.3,0.996
3/03/2015 20:00,18.4,4.6,20.9,0.996
3/03/2015 21:00,13.3,5.5,19.5,0.997
3/03/2015 22:00,11.3,,18.6,0.998
3/03/2015 23:00,4.5,,17.9,0.998
4/03/2015 0:00,5.3,,17.5,0.998
4/03/2015 1:00,12,,16.9,0.998
4/03/2015 2:00,8.8,3.9,16.5,0.998
4/03/2015 3:00,5.9,-0.9,16.2,0.997
4/03/2015 4:00,13.1,7.6,15.7,0.997
4/03/2015 5:00,11.3,10.4,15.5,0.997
4/03/2015 6:00,13.4,7.4,15.3,0.997
4/03/2015 7:00,14.2,5.9,15.6,0.998
4/03/2015 8:00,18.3,1.8,17.2,0.998
4/03/2015 9:00,19.7,4,19.1,0.998
4/03/2015 10:00,19.8,6.4,21.2,0.998
4/03/2015 11:00,17.2,11.2,22.2,0.998
4/03/2015 12:00,14.8,5.5,22.3,0.998
4/03/2015 13:00,21.9,12.1,22.5,0.998
4/03/2015 14:00,21.3,5.2,22.3,0.997
4/03/2015 15:00,9.9,0.4,21.7,0.997
4/03/2015 16:00,6,,21.7,0.996
4/03/2015 17:00,11.1,-0.6,21.5,0.996
4/03/2015 18:00,14.4,1,21,0.996
4/03/2015 19:00,12.7,-2.4,20.4,0.997
4/03/2015 20:00,13.5,1.7,20,0.997
4/03/2015 21:00,11.9,2.2,20,0.998
4/03/2015 22:00,11.6,,19.5,0.998
4/03/2015 23:00,11.1,0.9,19.5,0.998
5/03/2015 0:00,13.3,-1,19.6,0.998
5/03/2015 1:00,-1.9,,18.7,0.998
5/03/2015 2:00,10.4,-0.7,17.9,0.998
5/03/2015 3:00,15,8.3,17.8,0.998
5/03/2015 4:00,35.5,26.7,17.4,0.999
5/03/2015 5:00,36.4,25.6,16.8,0.999
5/03/2015 6:00,36.5,20.7,16.8,1
5/03/2015 7:00,37.2,17.1,16.6,1
5/03/2015 8:00,41.8,15.3,17.1,1.001
5/03/2015 9:00,46.7,20.1,18,1.002
5/03/2015 10:00,42.6,14.4,21.6,1.002
5/03/2015 11:00,36.6,9.5,23.4,1.002
5/03/2015 12:00,35.3,3.3,24.3,1.001
5/03/2015 13:00,24.7,8.5,24.8,1.001
5/03/2015 14:00,32,13.5,22.5,1
5/03/2015 15:00,33,8.6,20.9,0.999
5/03/2015 16:00,31.5,9.1,20.5,0.999
5/03/2015 17:00,30.3,0.7,20.2,0.999
5/03/2015 18:00,29.6,6.2,20.1,1
5/03/2015 19:00,38.1,18.2,19.8,1
5/03/2015 20:00,38.5,12.3,18.2,1
5/03/2015 21:00,27.3,8.6,16.8,1.001
5/03/2015 22:00,26.5,3.1,15.8,1.001
5/03/2015 23:00,20.2,2.4,15.4,1.001
6/03/2015 0:00,20.2,-1.9,15.2,1
6/03/2015 1:00,17.7,1.2,15.2,1
6/03/2015 2:00,19.4,,15.4,0.999
6/03/2015 3:00,16.8,1.1,15.9,0.998
6/03/2015 4:00,18.3,0.5,16.5,0.998
6/03/2015 5:00,19.9,-2.2,16.8,0.998
6/03/2015 6:00,17.7,5.6,17,0.998
6/03/2015 7:00,24.2,4.8,17.2,0.998
6/03/2015 8:00,30.9,1.2,17.4,0.998
6/03/2015 9:00,36.6,5.1,18.2,0.998
6/03/2015 10:00,26.5,7,19.5,0.999
6/03/2015 11:00,29,9.5,21,0.998
6/03/2015 12:00,19.5,6.9,22.2,0.998
6/03/2015 13:00,20.7,6.8,22.7,0.997
6/03/2015 14:00,28.6,6.5,22.4,0.996
6/03/2015 15:00,21,9,21.5,0.996
6/03/2015 16:00,18.2,4.6,21.4,0.995
6/03/2015 17:00,23.7,2.4,21.6,0.995
6/03/2015 18:00,22.6,1.7,20.7,0.995
6/03/2015 19:00,26,0,20,0.995
6/03/2015 20:00,15.7,0.7,19.5,0.995
